search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Cor,Potência de saída (RMS),Formato do alto-falante,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Peso,Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Configuração de canais,Resposta máxima em frequência,Resposta mínima em frequência,Linha,Voltagem,Quantidade de alto-falantes
1528, Caxinha Caixa De Som Bluetooth Kaidi Original Prova D'agua ,180,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(9953 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1720
		
		 sem juros
		
	

	
		",20,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CIDYNALDOALVESDEFREITAS,https://produto.mercadolivre.com.br/MLB-1228338183-caxinha-caixa-de-som-bluetooth-kaidi-original-prova-dagua-_JM,NA,NA,NA,NA,NA,#1228338183,Kaidi,Kaidi,NA,NA,Line array,NA,80 dB,NA,NA,NA,NA,NA,kaidi,NA,NA,NA,NA,kd805,110V/220V (Bivolt),NA
1529, Caixa De Som Portátil Bluetooth Display Led Usb Fm Sd Card ,74,NA,"
			
				Novo
			
			
				
					 - 
				
				48
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 712
		
		 sem juros
		
	

	
		",12,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,3,https://perfil.mercadolivre.com.br/RAJ_02,https://produto.mercadolivre.com.br/MLB-1136041705-caixa-de-som-portatil-bluetooth-display-led-usb-fm-sd-card-_JM,3,0,0,0,0,#1136041705,X Zhang,XZ-001S,NA,10 W,NA,USB,NA,NA,NA,NA,800 g,NA,NA,NA,NA,NA,NA,NA,NA,NA
1530, Jbl Charge 4 Original Com Nota Lançamento 2019 Cinza Sem Jur ,899,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7492
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,92,https://perfil.mercadolivre.com.br/VANEIMPORTS,https://produto.mercadolivre.com.br/MLB-1168540271-jbl-charge-4-original-com-nota-lancamento-2019-cinza-sem-jur-_JM,65,11,9,1,6,#1168540271,JBL,Charge 4,NA,40 W,NA,NA,NA,"8.66 ""","3.74 ""","3.66 """,2.13 lb,NA,Ativo,NA,NA,NA,NA,charge,NA,NA
1531, Caixa Som Jbl À Prova D Água 30 W Verde Jblcharge4grn ,727,NA,"
			
			
				
				2
				vendidos
			
		",(119 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6066
		
		 sem juros
		
	

	
		",66,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-1231031295-caixa-som-jbl-prova-d-agua-30-w-verde-jblcharge4grn-_JM,NA,NA,NA,NA,NA,#1231031295,JBL,NA,Verde,30 W,NA,USB,80 dB,95 mm,93 mm,220 mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1532, Mini Caixa De Som Portátil Bluetooth Sound Box Usb 10w Sp155 ,120,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1000
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MIXELETROCOMERCIO,https://produto.mercadolivre.com.br/MLB-1107211041-mini-caixa-de-som-portatil-bluetooth-sound-box-usb-10w-sp155-_JM,NA,NA,NA,NA,NA,#1107211041,Multilaser,SP155,NA,10 W,Caixa,NA,NA,NA,NA,NA,249 g,NA,NA,NA,NA,NA,NA,NA,NA,NA
1533, Caixa Som Amplificada Bluetooth 150w Bateria Recarregável ,659,NA,"
			
				Novo
			
			
				
					 - 
				
				22
				vendidos
			
		",(9 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 5500
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3.5,2,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-953715416-caixa-som-amplificada-bluetooth-150w-bateria-recarregavel-_JM,NA,NA,NA,NA,NA,#953715416,Philco,PHT5000,NA,150 W,Caixa,USB,NA,NA,NA,NA,8 kg,Subwoofer,Ativo,De piso,NA,NA,NA,NA,NA,NA
1534, Kit 5 Caixa De Som Portátil Inova Rad-8105 Atacado ,116,NA,"
			
				Novo
			
			
				
					 - 
				
				13
				vendidos
			
		",(88 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1109
		
		 sem juros
		
	

	
		",09,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/INNOVAIMPORTADORA,https://produto.mercadolivre.com.br/MLB-1131514134-kit-5-caixa-de-som-portatil-inova-rad-8105-atacado-_JM,NA,NA,NA,NA,NA,#1131514134,Inova,Rad-8105,NA,10 W,Caixa,NA,NA,NA,NA,NA,NA,NA,Mini tweeter,De piso,2.1,NA,NA,NA,NA,NA
1535, Jbl Link 20 Preto Original Superior A Jbl Charge 3 Com Nota ,729,NA,"
			
				Novo
			
			
				
					 - 
				
				13
				vendidos
			
		",(14 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6075
		
		 sem juros
		
	

	
		",75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,17,https://perfil.mercadolivre.com.br/BETAPRES,https://produto.mercadolivre.com.br/MLB-1189080537-jbl-link-20-preto-original-superior-a-jbl-charge-3-com-nota-_JM,15,2,0,0,0,#1189080537,JBL,Link 20,Branca,20 W,Caixa,NA,NA,NA,NA,NA,NA,caixa,20w,ar,20w,NA,NA,Link Series,NA,NA
1536, Caixa De Som Xtreme+ Mini Speaker Usb Bluetooth Fm Pendrive ,120,NA,"
			
				Novo
			
			
				
					 - 
				
				8
				vendidos
			
		",(14 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1000
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RAILTONPEREIRAALVESPEREIRAA,https://produto.mercadolivre.com.br/MLB-1277729128-caixa-de-som-xtreme-mini-speaker-usb-bluetooth-fm-pendrive-_JM,NA,NA,NA,NA,NA,#1277729128,Universal,Xtreme,NA,40 W,Redondo,USB,80 dB,NA,NA,NA,780 g,tweter,Passivo,suporte,4,NA,NA,NA,NA,2
1537, Caixa De Som Bose Sound Link Colors 2 12x ,629,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(18 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 5242
		
		 sem juros
		
	

	
		",42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,63,https://perfil.mercadolivre.com.br/SM2-DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1220537076-caixa-de-som-bose-sound-link-colors-2-12x-_JM,57,4,2,0,0,#1220537076,Bose,Soundlink Color 2,NA,NA,NA,Auxiliar,80 dB,NA,NA,NA,1.2 lb,NA,Ativo,NA,NA,NA,NA,SoundLink,NA,NA
1538, Caixa De Som Bluetooth Boom 3 Vermelho Ultimate Ears ,798,NA,"
			
				Novo
			
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7627
		
		 sem juros
		
	

	
		",27,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,84,https://perfil.mercadolivre.com.br/CITRON+INSTRUMENTOSMUSICAIS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=hQsufOVymD9yB61rmmLlavCcOkQ35Ddmq7pR4tb52C95tXdyCnlvKJvprsfwjYHqI%2FHVIrZbZXf6j2ADPdwG%2BzXvnAN4g7oUzGID05D5ehNbe6MmOk3PkUlSGqbrWrcYUW3qhefpSz3qAsbdCr1z%2FgUDF4GpjWLpYlhnFgrACTXnONCr1QuuL5QEQgWh3uWkkrmS4%2FY6ZUM1y%2F7s%2B19jpwX4%2BpgygyrBJQgdf2lQZ3NfBdV2QiibkTGP7R1wjC5MuLN%2F24KILj%2FUGKhUoRPOk3vYYNooRYzZs4r0j6NBHJ0KPQAnR7AP7x7%2F2bp1AkLq8pxqY2cFVMXECn%2BX97kBEbbtUVsP%2B2FcwIi2j%2B6mOjmvR5cdS84R%2BORnAxdvhPyVtZxXe%2BPHEEyQBP60uXJ4U1nyJs%2FLraByh6TjLPZe7nfD7YD%2F6iMbcGLGUydoD5Q4Jiduo2rVGlLF63v4svkH5tjqqgGllmUo1X5NfhokSAm%2B%2Frx3Fc9zjYWJB6azu7NIhIAM28V9OnFcVWXlOcxDm49zN0TD2vDXZU13Hk7RsF3MMy8%2BGJb64HGCeHUy0BHvHVBkFA58ELHApZXfI0nfzJEpu80HUBCTsSSm7NFAzKrx1Cj0%2B2COnFqF9vFZDzM0J8XbQtxSlOpcO2jKKawEZhlvhA%2B5YPVRYFXBU6MfuWxH4hE6A6tFd31LvR5uGSFR3YSVTeHwJwlOogXCjaVqGOdA5x%2FGUTTa%2Bzon8FX9q08cOqp0yQue%2BNLMAXQrA9dM6nz5LwBf%2FE16iO8QRYL2wUMRJskmYU007Tp55pKPVG9klF%2BshmxiKaLXOLOczi1Nn25TxFe9gzuw5m3aGlUrsxowgmLqTiTHe1PBCjToMDUFLI8Z%2FmOdGCvMt4YBD5oXff4m9nRyxFu2k6MqSUcTYw99RiBQ0NvBvwK4IOcT2iZ69O4XUys9ZsScjNjk86Y1FmO42Wb50v6bNsU2C9rn1QKQlPtTjQOIq%2Bpw2QcWqD9JFjt55%2BTBmjdhCKR%2B4VGyRBHVm8TO6z9x1FqdEcFwpJ8M04f8LA425B6EQE2sUxzH9VYHc5ieWO%2BOOpbJRrmkjATKuWazDw1KZnIeCVErvUQOBCK4t2QnCj7mVB643UAzDa78fqvVWB1P7E1IG75mWo2QOWQGUvhmd59CqbMyC2iDNGhgKGqcyJKOQj%2FZfF7Mkx4hgp%2FqGjSmK3L49VA%2BDxsBD6RPxOjrZds3hD0tNY3V6E4VMhoU4z%2BnRvTcUcmb%2BUGS5HsgN%2FdcTouldDJaqMCbTbGgjfkZ86T4VYtwqDZ16Ikyve748N%2Bm1r7TxXEbH%2FfmXM4v5Wf7ThwgBRMXaNQmWyOnsVnY2iKHwFioFC2BRDQ58whUa7onHa8fpSvfEw7YqUFNDMzIazkBGHEZ%2FnM1EbkwboICtmDziJQ9B%2Fp5svKBipPv0XCttiBboDmzFKPkP2nODx%2Bt2Z3UKgxVjQuRj7ZTRcQ94ZK8GGoTpQIoIdjAuv21g1ms1DXJheCiOBSBfvzrXkz0nbT4zlwJFVS23SjEGDZ3ryA5isoXyzCC4VDmjE5aN0EdSGMPByKrvz0CEiag639NdsaGF4aVW5nTfeChLVxHMlJY08K7oNkonY%2FrR8LlXM%2FSm%2FvaEIjxPHYwqC4LdpXwK4D1NE7etHeXgw%2BDcSYD0A2U34ON%2FY0WFXtzdJ3rIBnzed7eBK1Bqcytg3r9gMVpbhr0PlUstwnQCZ8iq6rIiq1GlTZCbSppJLE0e5KTUS8cTd8XYOZ7giWOSCYPUaj4xQPKak3Gg7YTsMeeu9mRXZ1bCnXx5Hc0lMquBZykKdJXyhdUlAhcjxcpdcfEf6k8e5sZHlXHvyw%2FsODI6qPRRImb26okVP%2Fvu7sRNvGh02eGbNdlW1HEzX1iuT%2Fd1RZtPlRJemzZDwlx,70,7,3,0,4,#1215322924,JBL,Charge 3,NA,20 W,Caixa,NA,80 dB,NA,NA,NA,1.55 kg,NA,Passivo,NA,NA,20 kHz,65 Hz,NA,NA,2
1539, Caixa Som Subwoofer 2.1 Pc Bluetooth Usb Home Theater 50w ,219,NA,"
			
				Novo
			
			
				
					 - 
				
				28
				vendidos
			
		",(20 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2103
		
		 sem juros
		
	

	
		",03,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,2.5,2,https://perfil.mercadolivre.com.br/FAST.FACIL,https://produto.mercadolivre.com.br/MLB-1196240343-caixa-som-subwoofer-21-pc-bluetooth-usb-home-theater-50w-_JM,NA,NA,NA,NA,NA,#1196240343,Briwax,KFX-1775,NA,50 W,Caixa,USB,NA,15 cm,9 cm,7.5 cm,NA,Super tweeter,Woofer,"De piso, De Mesa",2.1,NA,NA,NA,NA,NA
1540, Jbl - Potência 16w Preto Flip4 Original ,439,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3666
		
		 sem juros
		
	

	
		",66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,526,https://perfil.mercadolivre.com.br/MELLONSHOP,https://produto.mercadolivre.com.br/MLB-1218726732-jbl-potncia-16w-preto-flip4-original-_JM,473,38,8,3,4,#1218726732,JBL,Flip 4,NA,16 W,Torre,NA,NA,175 mm,66 mm,66 mm,0.52 kg,NA,Ativo,NA,NA,NA,NA,Flip Series,NA,NA
1541, Caixa Som Ambiente Jbl Selenium C521 Par C521b 80w Branco ,347,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(496 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2898
		
		 sem juros
		
	

	
		",98,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TOKYOSOM,https://produto.mercadolivre.com.br/MLB-1263060209-caixa-som-ambiente-jbl-selenium-c521-par-c521b-80w-branco-_JM,NA,NA,NA,NA,NA,#1263060209,JBL,C521,Branco,40 W,NA,NA,NA,22 cm,18 cm,15 cm,NA,NA,Passivo,ambiente,NA,NA,NA,Ambientare,N/A,NA
1542, Caixa Som Portátil Amplificada Bluetooth Recarregável Oferta ,112,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(19 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 941
		
		 sem juros
		
	

	
		",41,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ELETRO+SHOK,https://produto.mercadolivre.com.br/MLB-1173793122-caixa-som-portatil-amplificada-bluetooth-recarregavel-oferta-_JM,NA,NA,NA,NA,NA,#1173793122,Inova,RAD-390Z,NA,12 W,Torre,NA,NA,NA,NA,NA,NA,Woofer,NA,De piso,NA,NA,NA,NA,NA,NA
1543, Kit 10 Caixinha Speaker Bluetooth Prova Chuveiro Banheiro ,212,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(7106 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2028
		
		 sem juros
		
	

	
		",28,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/OTIMOS+PRODUTOS,https://produto.mercadolivre.com.br/MLB-1060523726-kit-10-caixinha-speaker-bluetooth-prova-chuveiro-banheiro-_JM,NA,NA,NA,NA,NA,#1060523726,Importado,A PROVA D'AGUA,NA,3 W,Caixa,NA,80 dB,NA,NA,NA,NA,Woofer,Ativo,Todos,1,NA,NA,NA,NA,NA
1544, Caixa De Som Bluetooth Amplificada Grátis Portátil Microfone ,732,NA,"
			
				Novo
			
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6996
		
		 sem juros
		
	

	
		",96,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2391,https://perfil.mercadolivre.com.br/CITRON+INSTRUMENTOSMUSICAIS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=w3ifin7jk1jmWc9%2BRiFg5pzFpQaGsyB%2Bqe3X%2FqH6ZVPk2bOxbZxLmvgy9tnmLqttcvsivisGFGKb%2BwfEVuCNlzElHcLtN%2FFOOWxk97zCeqdySBlm7gFiIfD3uX4J%2FJX64sut2H%2Bo8i%2BKfF3TO5w%2Bk2r0oC7w7BVCxcsEM8o2gRiLqyiRxvGY5q0jBKJB6vwtDrBP0QlC%2Bqzkyddb4ZLW1%2BTCzgQF0c%2BS4iwBmhzYr8NyxQ24aiaQ0z%2FB1mDY%2FDsbdqfK80bqp%2BQNAF%2B23YkJn7dN27h4wIqrlaDDhe0Blb5QakwttB%2BXlBMh0StnzsqhpKdpmvEC%2BJjaDw7xcRebqus%2BeOkF102tegGugN%2BVeeG%2BJy6WlOQTC52PjckBPnJ2LHj3XW0c8%2BrfIu314daKKEeDDUoXRkEQSluRZckaMCAY%2BrxtN91gwb7ojeslU39N8V5dVoBKPvQDKg7ABE6f1ybfJnzVNPXu8RwubyfOx%2FpnhA%2FHqS%2FaD%2B3oTbwG%2BIO9IQ2afy4iclPmrmsqOGHcvVdBKa3oRDyiog45ftmzDxbVCEnW1GeV8fQGQ08Q5DenLdIXerCw9jNRsp4EsoCeAwioo4o54g59ooNfV71sIJmUug1%2BaKBMNOpbr0AtSbD%2BnIWwuWlVN7GtSjdvfvlHmo9gelf4rKEGUyi3nhFRarizsYt9iNbOdgv1ffJ1w2iGRL6WSjfRfz9s48%2FK%2FrJc4CElFqhgueNKKf30BRljEOlBBJs9bjSLkQ%2F%2B2Ue7K3Q0H4qXNJwsNy5mpwYfZe1Vjtebb2UcDlm11qVwyYi1lp0ebBGXWxIafmRyPi6glHZlT7r2RM4coxCQuuP8aqJONdlS4HhQIfQv3EUTaSZcnHEfePkUIuvep5hE%2FRAjbiGt2U1tRrunxusCSsIfVVIqwh4wCZAXW02y070oE3pgkmXSRr5uG8VUIY8IUId%2ByuRvIJ8wuzAeRwuAmLsoRe6M%2BF7emPRHj5XxDwjPBotD6JP%2FXdjzuVBMpjXJCRAt0kmRzhL42CcMNXG3FqhZ5hhKn%2B1KPRMKdzf2fxdTpPgJ2xxqLklbTniRvYW0WtotegX0qgf06gWKtwB8qdvNBPXSxJ0eER6jDugeShGSHxbZ71PGebjPiSVsQqsOtszzBhhlDPx3v0gvpMdwJSJ751jcGl%2BJO466NUivYQQDLmdBOq5gcixvQR9Ml%2BHXpSDKOGA4A1RVm6vtZcAhAGaoX4JjEPrbK0QZC%2FD9QVNrpQo0IlXM35zU7ni9bwXgh2H1KO2reLtS7DE7Lq%2F9jacT3ONnrUYp6zqqPrmMm7pAT%2BNGRcQQ1FObJnb981R%2BylT%2BY6sxqwpxnc8iQQOaV6DAUNAVI28FtuvlQCqkdIe9BKJbJ1YXkcrmnZJIUYmPFANmm81HhwVpxgSVla%2F8RrO7w2ZP8WaS0jPRDT4lq21ca8K3pO0oluEtHTHRifCjVrXT3EdJPRb55qcNV7DGewj3KqJonfvnpLaZLWmmuaF6aMi1dnYkTQBw%2F8JhnCvEKpnqVbg1goSds83Z5xzgu1%2FlEmcYJ81wqIenLBfb%2FC4iBuxrZrZo6US2oqsgVMa%2FTU6MkVOBjwkFfxHIulEv65a4EGGP6zHGXMMlEk5V4%2F8VsYD6MyJgb8Q9Tjqw01lSDiq6jZlS4kEdK00RQ%2FVphF8RFzwRcXFba%2BI7wHvD4ZwfJYv5h8NYZFOFUe3RXbeKNE581gLry07OgniQBMO2eSLLS6Pie82as10iG7lkTnKKBVEJj2DPA%2BdGUnpCn1Tq31xHm5FM2LxoQC3f2yW9EiiQ5V%2F89kyH9SKfQTTJCDi%2FA2zR9hkHeXjThX2EsFfREoWu9%2BJ09j3MhykGl2d7J6VwoaySGKkARPz3XUQ9EePDAcA6RxLBpt5D5tE%2BEICb2GRheNMOVKk%3D,1771,340,138,52,90,#1215322922,JBL,Charge 3 Squad,NA,20 W,Caixa,NA,80 dB,NA,NA,NA,1.55 kg,NA,Passivo,NA,NA,20 kHz,65 Hz,NA,NA,2
1545, Caixa De Som Bluetooth Portátil Canhão 40w Mp3 Fm Usb Sd ,224,NA,"
			
				Novo
			
			
		",(50 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1874
		
		 sem juros
		
	

	
		",74,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,104,https://perfil.mercadolivre.com.br/MERCADO.ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1237884764-caixa-de-som-bluetooth-portatil-canho-40w-mp3-fm-usb-sd-_JM,66,19,5,8,6,#1237884764,Briwax,FBX-106,NA,40 W,portátil,USB,80 dB,NA,NA,NA,1.645 kg,Super tweeter,Ativo,"BAR, CASA, LOJAS",5.1,NA,NA,Caixa de Som Portátil,NA,NA
1546, Caixa De Som Bluetooth Portátil Cartão Sd Usb Fm Cs-a12bt 5w ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(11 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 605
		
		 sem juros
		
	

	
		",05,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MV3AUTOMACAO,https://produto.mercadolivre.com.br/MLB-1235456987-caixa-de-som-bluetooth-portatil-carto-sd-usb-fm-cs-a12bt-5w-_JM,NA,NA,NA,NA,NA,#1235456987,Exbom,CS-A12BT,NA,5 W,Caixa de Som,NA,NA,NA,NA,NA,NA,Woofer,NA,NA,NA,NA,NA,NA,NA,NA
1547, Caixa De Som Bluetooth Jbl Boombox À Prova Dágua Cores ,1717,NA,"
			
			
				
				5
				vendidos
			
		",(9 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 16420
		
		 sem juros
		
	

	
		",20,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,559,https://perfil.mercadolivre.com.br/QUALITYSP?brandId=515,https://produto.mercadolivre.com.br/MLB-1043525535-caixa-de-som-bluetooth-jbl-boombox-prova-dagua-cores-_JM,439,49,21,21,29,#1043525535,JBL,Boombox,NA,60 W,Caixa,NA,80 dB,NA,NA,NA,5.25 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
1548, Caixa De Som Grande + Brinde Mini 2 Usb Pendrive Fm Bluetooth + Frete Grátis ,140,NA,"
			
				Novo
			
			
				
					 - 
				
				11
				vendidos
			
		",(42 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1171
		
		 sem juros
		
	

	
		",71,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RAILTONPEREIRAALVESPEREIRAA,https://produto.mercadolivre.com.br/MLB-1287625266-caixa-de-som-grande-brinde-mini-2-usb-pendrive-fm-bluetooth-frete-gratis-_JM,NA,NA,NA,NA,NA,#1287625266,Importado,Charge 3+mini,NA,30 W,Arendodado,NA,NA,NA,NA,NA,1.55 kg,Nitido,Passivo,Seco,4.0,NA,NA,NA,NA,NA
1549, Caixa De Som Portátil Jbl Party Box 300 N/fiscal+frete Grati ,2300,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 19167
		
		 sem juros
		
	

	
		",67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,38,https://perfil.mercadolivre.com.br/SOM3852731,https://produto.mercadolivre.com.br/MLB-1299086107-caixa-de-som-portatil-jbl-party-box-300-nfiscalfrete-grati-_JM,33,4,0,0,1,#1299086107,JBL,PartyBox 300,NA,120 W,Caixa,NA,NA,NA,NA,NA,NA,Tweeter,Ativo,De piso,7.1,NA,NA,NA,NA,NA
